,title,start_time,exercise_title,weight_kg,reps,rpe,week_of_a_year,muscle_group
268,Blacc,2022-11-30 18:10:00,Deadlift (Trap bar),100.0,1,8.0,5,Hamstrings; Glutes
269,Blacc,2022-11-30 18:10:00,Iso-Lateral High Row (Machine),60.0,15,8.0,5,Upper Back
270,Blacc,2022-11-30 18:10:00,Iso-Lateral High Row (Machine),70.0,12,8.0,5,Upper Back
271,Blacc,2022-11-30 18:10:00,Iso-Lateral High Row (Machine),80.0,7,8.0,5,Upper Back
272,Blacc,2022-11-30 18:10:00,Iso-Lateral High Row (Machine),80.0,7,8.0,5,Upper Back
273,Blacc,2022-11-30 18:10:00,Lat Pulldown (Cable),40.0,15,8.0,5,Lats
274,Blacc,2022-11-30 18:10:00,Lat Pulldown (Cable),60.0,10,8.0,5,Lats
275,Blacc,2022-11-30 18:10:00,Lat Pulldown (Cable),60.0,8,8.0,5,Lats
276,Blacc,2022-11-30 18:10:00,Lat Pulldown (Cable),60.0,8,8.0,5,Lats
277,Blacc,2022-11-30 18:10:00,T Bar Row,20.0,16,8.0,5,Upper Back
278,Blacc,2022-11-30 18:10:00,T Bar Row,30.0,13,8.0,5,Upper Back
279,Blacc,2022-11-30 18:10:00,T Bar Row,30.0,12,8.0,5,Upper Back
280,Blacc,2022-11-30 18:10:00,T Bar Row,40.0,9,8.0,5,Upper Back
281,Arma,2022-12-01 13:25:00,Skullcrusher (Barbell),10.0,10,8.0,5,Triceps
282,Arma,2022-12-01 13:25:00,Skullcrusher (Barbell),20.0,15,8.0,5,Triceps
283,Arma,2022-12-01 13:25:00,Skullcrusher (Barbell),20.0,15,8.0,5,Triceps
284,Arma,2022-12-01 13:25:00,Skullcrusher (Barbell),20.0,16,8.0,5,Triceps
285,Arma,2022-12-01 13:25:00,Skullcrusher (Barbell),30.0,5,8.0,5,Triceps
286,Arma,2022-12-01 13:25:00,Skullcrusher (Barbell),30.0,5,8.0,5,Triceps
287,Arma,2022-12-01 13:25:00,Triceps Pushdown,40.0,20,8.0,5,Triceps
288,Arma,2022-12-01 13:25:00,Triceps Pushdown,45.0,15,8.0,5,Triceps
289,Arma,2022-12-01 13:25:00,Triceps Pushdown,45.0,17,8.0,5,Triceps
290,Arma,2022-12-01 13:25:00,Triceps Pushdown,50.0,12,8.0,5,Triceps
291,Arma,2022-12-01 13:25:00,Triceps Pushdown,55.0,14,8.0,5,Triceps
292,Arma,2022-12-01 13:25:00,Triceps Rope Pushdown,20.0,17,8.0,5,Triceps
293,Arma,2022-12-01 13:25:00,Triceps Rope Pushdown,20.0,15,8.0,5,Triceps
294,Arma,2022-12-01 13:25:00,Triceps Rope Pushdown,25.0,12,8.0,5,Triceps
295,Arma,2022-12-01 13:25:00,Triceps Rope Pushdown,25.0,10,8.0,5,Triceps
296,Arma,2022-12-01 13:25:00,Triceps Rope Pushdown,30.0,10,8.0,5,Triceps
297,Arma,2022-12-01 13:25:00,Bicep Curl (Barbell),10.0,18,8.0,5,Biceps
298,Arma,2022-12-01 13:25:00,Bicep Curl (Barbell),20.0,10,8.0,5,Biceps
299,Arma,2022-12-01 13:25:00,Bicep Curl (Barbell),20.0,10,8.0,5,Biceps
300,Arma,2022-12-01 13:25:00,Bicep Curl (Barbell),20.0,11,8.0,5,Biceps
301,Arma,2022-12-01 13:25:00,Bicep Curl (Barbell),30.0,5,8.0,5,Biceps
302,Arma,2022-12-01 13:25:00,Seated Incline Curl (Dumbbell),10.0,10,8.0,5,Biceps
303,Arma,2022-12-01 13:25:00,Seated Incline Curl (Dumbbell),10.0,10,8.0,5,Biceps
304,Arma,2022-12-01 13:25:00,Seated Incline Curl (Dumbbell),12.0,7,8.0,5,Biceps
305,Arma,2022-12-01 13:25:00,Seated Incline Curl (Dumbbell),12.0,6,8.0,5,Biceps
306,Arma,2022-12-01 13:25:00,Bicep Curl (Cable),12.5,18,8.0,5,Biceps
307,Arma,2022-12-01 13:25:00,Bicep Curl (Cable),20.0,15,8.0,5,Biceps
308,Arma,2022-12-01 13:25:00,Bicep Curl (Cable),20.0,17,8.0,5,Biceps
309,Arma,2022-12-01 13:25:00,Bicep Curl (Cable),30.0,9,8.0,5,Biceps
310,Arma,2022-12-01 13:25:00,Triceps Extension (Cable),20.0,18,8.0,5,Triceps
311,Arma,2022-12-01 13:25:00,Triceps Extension (Cable),25.0,12,8.0,5,Triceps
312,Arma,2022-12-01 13:25:00,Triceps Extension (Cable),25.0,10,8.0,5,Triceps
313,Arma,2022-12-01 13:25:00,Triceps Extension (Cable),30.0,8,8.0,5,Triceps
314,Arma,2022-12-01 13:25:00,Hammer Curl (Cable),20.0,14,8.0,5,Biceps
315,Arma,2022-12-01 13:25:00,Hammer Curl (Cable),20.0,15,8.0,5,Biceps
316,Arma,2022-12-01 13:25:00,Hammer Curl (Cable),25.0,13,8.0,5,Biceps
317,Arma,2022-12-01 13:25:00,Hammer Curl (Cable),30.0,8,8.0,5,Biceps
318,Booba,2022-12-05 17:25:00,Incline Bench Press (Barbell),20.0,10,8.0,6,Chest
319,Booba,2022-12-05 17:25:00,Incline Bench Press (Barbell),40.0,8,8.0,6,Chest
320,Booba,2022-12-05 17:25:00,Incline Bench Press (Barbell),40.0,8,8.0,6,Chest
321,Booba,2022-12-05 17:25:00,Incline Bench Press (Barbell),40.0,8,8.0,6,Chest
322,Booba,2022-12-05 17:25:00,Incline Bench Press (Barbell),50.0,13,8.0,6,Chest
323,Booba,2022-12-05 17:25:00,Incline Bench Press (Barbell),55.0,7,8.0,6,Chest
324,Booba,2022-12-05 17:25:00,Incline Bench Press (Barbell),55.0,6,8.0,6,Chest
325,Booba,2022-12-05 17:25:00,Incline Bench Press (Barbell),60.0,3,8.0,6,Chest
326,Booba,2022-12-05 17:25:00,Bench Press (Dumbbell),12.0,12,8.0,6,Chest
327,Booba,2022-12-05 17:25:00,Bench Press (Dumbbell),20.0,12,8.0,6,Chest
328,Booba,2022-12-05 17:25:00,Bench Press (Dumbbell),22.0,10,8.0,6,Chest
329,Booba,2022-12-05 17:25:00,Bench Press (Dumbbell),24.0,8,8.0,6,Chest
330,Booba,2022-12-05 17:25:00,Decline Bench Press (Barbell),40.0,13,8.0,6,Chest
331,Booba,2022-12-05 17:25:00,Decline Bench Press (Barbell),50.0,8,8.0,6,Chest
332,Booba,2022-12-05 17:25:00,Decline Bench Press (Barbell),60.0,5,8.0,6,Chest
333,Booba,2022-12-05 17:25:00,Decline Bench Press (Barbell),60.0,3,8.0,6,Chest
334,Booba,2022-12-05 17:25:00,Low Cable Fly Crossovers,15.0,13,8.0,6,Chest
335,Booba,2022-12-05 17:25:00,Low Cable Fly Crossovers,15.0,11,8.0,6,Chest
336,Booba,2022-12-05 17:25:00,Low Cable Fly Crossovers,17.5,10,8.0,6,Chest
337,Booba,2022-12-05 17:25:00,Low Cable Fly Crossovers,20.0,9,8.0,6,Chest
338,Blacc,2022-12-08 22:16:00,Deadlift (Trap bar),40.0,10,8.0,6,Hamstrings; Glutes
339,Blacc,2022-12-08 22:16:00,Deadlift (Trap bar),40.0,10,8.0,6,Hamstrings; Glutes
340,Blacc,2022-12-08 22:16:00,Deadlift (Trap bar),40.0,10,8.0,6,Hamstrings; Glutes
341,Blacc,2022-12-08 22:16:00,Deadlift (Trap bar),60.0,10,8.0,6,Hamstrings; Glutes
342,Blacc,2022-12-08 22:16:00,Deadlift (Trap bar),80.0,8,8.0,6,Hamstrings; Glutes
343,Blacc,2022-12-08 22:16:00,Deadlift (Trap bar),90.0,4,8.0,6,Hamstrings; Glutes
344,Blacc,2022-12-08 22:16:00,Deadlift (Trap bar),80.0,10,8.0,6,Hamstrings; Glutes
345,Blacc,2022-12-08 22:16:00,Iso-Lateral High Row (Machine),60.0,15,8.0,6,Upper Back
346,Blacc,2022-12-08 22:16:00,Iso-Lateral High Row (Machine),70.0,14,8.0,6,Upper Back
347,Blacc,2022-12-08 22:16:00,Iso-Lateral High Row (Machine),80.0,10,8.0,6,Upper Back
348,Blacc,2022-12-08 22:16:00,Iso-Lateral High Row (Machine),90.0,6,8.0,6,Upper Back
349,Blacc,2022-12-08 22:16:00,Bent Over Row (Barbell),40.0,12,8.0,6,Upper Back
350,Blacc,2022-12-08 22:16:00,Bent Over Row (Barbell),60.0,10,8.0,6,Upper Back
351,Blacc,2022-12-08 22:16:00,Bent Over Row (Barbell),60.0,9,8.0,6,Upper Back
352,Blacc,2022-12-08 22:16:00,Bent Over Row (Barbell),70.0,5,8.0,6,Upper Back
353,Blacc,2022-12-08 22:16:00,T Bar Row,30.0,12,8.0,6,Upper Back
354,Blacc,2022-12-08 22:16:00,T Bar Row,40.0,7,8.0,6,Upper Back
355,Blacc,2022-12-08 22:16:00,T Bar Row,30.0,9,8.0,6,Upper Back
356,Blacc,2022-12-08 22:16:00,Lat Pulldown (Cable),40.0,16,8.0,6,Lats
357,Blacc,2022-12-08 22:16:00,Lat Pulldown (Cable),60.0,7,8.0,6,Lats
358,Blacc,2022-12-08 22:16:00,Lat Pulldown (Cable),50.0,9,8.0,6,Lats
359,Blacc,2022-12-08 22:16:00,Lat Pulldown (Cable),50.0,11,8.0,6,Lats
360,Arma,2022-12-09 15:29:00,Skullcrusher (Barbell),20.0,18,8.0,6,Triceps
361,Arma,2022-12-09 15:29:00,Skullcrusher (Barbell),20.0,15,8.0,6,Triceps
362,Arma,2022-12-09 15:29:00,Skullcrusher (Barbell),20.0,15,8.0,6,Triceps
363,Arma,2022-12-09 15:29:00,Skullcrusher (Barbell),30.0,5,8.0,6,Triceps
364,Arma,2022-12-09 15:29:00,Skullcrusher (Barbell),30.0,6,8.0,6,Triceps
365,Arma,2022-12-09 15:29:00,Triceps Pushdown,40.0,20,8.0,6,Triceps
366,Arma,2022-12-09 15:29:00,Triceps Pushdown,45.0,17,8.0,6,Triceps
367,Arma,2022-12-09 15:29:00,Triceps Pushdown,50.0,15,8.0,6,Triceps
368,Arma,2022-12-09 15:29:00,Triceps Pushdown,55.0,15,8.0,6,Triceps
369,Arma,2022-12-09 15:29:00,Triceps Pushdown,60.0,12,8.0,6,Triceps
370,Arma,2022-12-09 15:29:00,Triceps Rope Pushdown,25.0,15,8.0,6,Triceps
371,Arma,2022-12-09 15:29:00,Triceps Rope Pushdown,25.0,13,8.0,6,Triceps
372,Arma,2022-12-09 15:29:00,Triceps Rope Pushdown,30.0,10,8.0,6,Triceps
373,Arma,2022-12-09 15:29:00,Triceps Rope Pushdown,30.0,8,8.0,6,Triceps
374,Arma,2022-12-09 15:29:00,Triceps Rope Pushdown,35.0,7,8.0,6,Triceps
375,Arma,2022-12-09 15:29:00,Bicep Curl (Barbell),20.0,12,8.0,6,Biceps
376,Arma,2022-12-09 15:29:00,Bicep Curl (Barbell),20.0,10,8.0,6,Biceps
377,Arma,2022-12-09 15:29:00,Bicep Curl (Barbell),20.0,9,8.0,6,Biceps
378,Arma,2022-12-09 15:29:00,Bicep Curl (Barbell),20.0,9,8.0,6,Biceps
379,Arma,2022-12-09 15:29:00,Bicep Curl (Barbell),20.0,8,8.0,6,Biceps
380,Arma,2022-12-09 15:29:00,Seated Incline Curl (Dumbbell),8.0,12,8.0,6,Biceps
381,Arma,2022-12-09 15:29:00,Seated Incline Curl (Dumbbell),10.0,8,8.0,6,Biceps
382,Arma,2022-12-09 15:29:00,Seated Incline Curl (Dumbbell),10.0,7,8.0,6,Biceps
383,Arma,2022-12-09 15:29:00,Seated Incline Curl (Dumbbell),12.0,6,8.0,6,Biceps
384,Arma,2022-12-09 15:29:00,Seated Incline Curl (Dumbbell),12.0,4,8.0,6,Biceps
385,Arma,2022-12-09 15:29:00,Bicep Curl (Cable),20.0,13,8.0,6,Biceps
386,Arma,2022-12-09 15:29:00,Bicep Curl (Cable),20.0,15,8.0,6,Biceps
387,Arma,2022-12-09 15:29:00,Bicep Curl (Cable),25.0,11,8.0,6,Biceps
388,Arma,2022-12-09 15:29:00,Bicep Curl (Cable),30.0,8,8.0,6,Biceps
389,Arma,2022-12-09 15:29:00,Bicep Curl (Cable),30.0,8,8.0,6,Biceps
390,Arma,2022-12-09 15:29:00,Triceps Extension (Cable),25.0,15,8.0,6,Triceps
391,Arma,2022-12-09 15:29:00,Triceps Extension (Cable),30.0,10,8.0,6,Triceps
392,Arma,2022-12-09 15:29:00,Triceps Extension (Cable),30.0,8,8.0,6,Triceps
393,Arma,2022-12-09 15:29:00,Hammer Curl (Cable),20.0,16,8.0,6,Biceps
394,Arma,2022-12-09 15:29:00,Hammer Curl (Cable),20.0,12,8.0,6,Biceps
395,Arma,2022-12-09 15:29:00,Hammer Curl (Cable),25.0,10,8.0,6,Biceps
396,Blacc,2022-12-13 17:47:00,Deadlift (Trap bar),40.0,8,8.0,7,Hamstrings; Glutes
397,Blacc,2022-12-13 17:47:00,Deadlift (Trap bar),40.0,8,8.0,7,Hamstrings; Glutes
398,Blacc,2022-12-13 17:47:00,Deadlift (Trap bar),40.0,8,8.0,7,Hamstrings; Glutes
399,Blacc,2022-12-13 17:47:00,Deadlift (Trap bar),60.0,8,8.0,7,Hamstrings; Glutes
400,Blacc,2022-12-13 17:47:00,Deadlift (Trap bar),80.0,10,8.0,7,Hamstrings; Glutes
401,Blacc,2022-12-13 17:47:00,Deadlift (Trap bar),90.0,4,8.0,7,Hamstrings; Glutes
402,Blacc,2022-12-13 17:47:00,Deadlift (Trap bar),100.0,3,8.0,7,Hamstrings; Glutes
403,Blacc,2022-12-13 17:47:00,Iso-Lateral High Row (Machine),60.0,12,8.0,7,Upper Back
404,Blacc,2022-12-13 17:47:00,Iso-Lateral High Row (Machine),80.0,10,8.0,7,Upper Back
405,Blacc,2022-12-13 17:47:00,Iso-Lateral High Row (Machine),80.0,9,8.0,7,Upper Back
406,Blacc,2022-12-13 17:47:00,Iso-Lateral High Row (Machine),90.0,7,8.0,7,Upper Back
407,Blacc,2022-12-13 17:47:00,Bent Over Row (Barbell),40.0,14,8.0,7,Upper Back
408,Blacc,2022-12-13 17:47:00,Bent Over Row (Barbell),50.0,14,8.0,7,Upper Back
409,Blacc,2022-12-13 17:47:00,Bent Over Row (Barbell),50.0,12,8.0,7,Upper Back
410,Blacc,2022-12-13 17:47:00,Bent Over Row (Barbell),60.0,10,8.0,7,Upper Back
411,Blacc,2022-12-13 17:47:00,T Bar Row,30.0,12,8.0,7,Upper Back
412,Blacc,2022-12-13 17:47:00,T Bar Row,40.0,8,8.0,7,Upper Back
413,Blacc,2022-12-13 17:47:00,T Bar Row,35.0,10,8.0,7,Upper Back
414,Blacc,2022-12-13 17:47:00,Lat Pulldown (Cable),40.0,18,8.0,7,Lats
415,Blacc,2022-12-13 17:47:00,Lat Pulldown (Cable),50.0,10,8.0,7,Lats
416,Blacc,2022-12-13 17:47:00,Lat Pulldown (Cable),50.0,10,8.0,7,Lats
417,Blacc,2022-12-13 17:47:00,Lat Pulldown (Cable),60.0,8,8.0,7,Lats
418,Booba,2022-12-15 17:44:00,Incline Bench Press (Barbell),20.0,10,8.0,7,Chest
419,Booba,2022-12-15 17:44:00,Incline Bench Press (Barbell),40.0,10,8.0,7,Chest
420,Booba,2022-12-15 17:44:00,Incline Bench Press (Barbell),40.0,10,8.0,7,Chest
421,Booba,2022-12-15 17:44:00,Incline Bench Press (Barbell),40.0,10,8.0,7,Chest
422,Booba,2022-12-15 17:44:00,Incline Bench Press (Barbell),55.0,8,8.0,7,Chest
423,Booba,2022-12-15 17:44:00,Incline Bench Press (Barbell),55.0,7,8.0,7,Chest
424,Booba,2022-12-15 17:44:00,Incline Bench Press (Barbell),60.0,5,8.0,7,Chest
425,Booba,2022-12-15 17:44:00,Incline Bench Press (Barbell),50.0,10,8.0,7,Chest
426,Booba,2022-12-15 17:44:00,Bench Press (Dumbbell),20.0,11,8.0,7,Chest
427,Booba,2022-12-15 17:44:00,Bench Press (Dumbbell),22.0,10,8.0,7,Chest
428,Booba,2022-12-15 17:44:00,Bench Press (Dumbbell),22.0,10,8.0,7,Chest
429,Booba,2022-12-15 17:44:00,Bench Press (Dumbbell),24.0,8,8.0,7,Chest
430,Booba,2022-12-15 17:44:00,Decline Bench Press (Barbell),40.0,13,8.0,7,Chest
431,Booba,2022-12-15 17:44:00,Decline Bench Press (Barbell),50.0,8,8.0,7,Chest
432,Booba,2022-12-15 17:44:00,Decline Bench Press (Barbell),50.0,8,8.0,7,Chest
433,Booba,2022-12-15 17:44:00,Decline Bench Press (Barbell),60.0,3,8.0,7,Chest
434,Booba,2022-12-15 17:44:00,Low Cable Fly Crossovers,15.0,13,8.0,7,Chest
435,Booba,2022-12-15 17:44:00,Low Cable Fly Crossovers,17.5,10,8.0,7,Chest
436,Booba,2022-12-15 17:44:00,Low Cable Fly Crossovers,20.0,8,8.0,7,Chest
437,Booba,2022-12-15 17:44:00,Low Cable Fly Crossovers,15.0,14,8.0,7,Chest
438,Arma,2022-12-16 17:05:00,Skullcrusher (Barbell),10.0,14,8.0,7,Triceps
439,Arma,2022-12-16 17:05:00,Skullcrusher (Barbell),20.0,15,8.0,7,Triceps
440,Arma,2022-12-16 17:05:00,Skullcrusher (Barbell),20.0,15,8.0,7,Triceps
441,Arma,2022-12-16 17:05:00,Skullcrusher (Barbell),30.0,8,8.0,7,Triceps
442,Arma,2022-12-16 17:05:00,Skullcrusher (Barbell),30.0,6,8.0,7,Triceps
443,Arma,2022-12-16 17:05:00,Triceps Pushdown,45.0,15,8.0,7,Triceps
444,Arma,2022-12-16 17:05:00,Triceps Pushdown,50.0,15,8.0,7,Triceps
445,Arma,2022-12-16 17:05:00,Triceps Pushdown,55.0,15,8.0,7,Triceps
446,Arma,2022-12-16 17:05:00,Triceps Pushdown,60.0,15,8.0,7,Triceps
447,Arma,2022-12-16 17:05:00,Triceps Rope Pushdown,25.0,14,8.0,7,Triceps
448,Arma,2022-12-16 17:05:00,Triceps Rope Pushdown,25.0,14,8.0,7,Triceps
449,Arma,2022-12-16 17:05:00,Triceps Rope Pushdown,30.0,10,8.0,7,Triceps
450,Arma,2022-12-16 17:05:00,Triceps Rope Pushdown,30.0,8,8.0,7,Triceps
451,Arma,2022-12-16 17:05:00,Triceps Rope Pushdown,35.0,8,8.0,7,Triceps
452,Arma,2022-12-16 17:05:00,Bicep Curl (Barbell),20.0,13,8.0,7,Biceps
453,Arma,2022-12-16 17:05:00,Bicep Curl (Barbell),20.0,10,8.0,7,Biceps
454,Arma,2022-12-16 17:05:00,Bicep Curl (Barbell),20.0,11,8.0,7,Biceps
455,Arma,2022-12-16 17:05:00,Bicep Curl (Barbell),20.0,9,8.0,7,Biceps
456,Arma,2022-12-16 17:05:00,Bicep Curl (Barbell),20.0,10,8.0,7,Biceps
457,Arma,2022-12-16 17:05:00,Seated Incline Curl (Dumbbell),8.0,14,8.0,7,Biceps
458,Arma,2022-12-16 17:05:00,Seated Incline Curl (Dumbbell),10.0,10,8.0,7,Biceps
459,Arma,2022-12-16 17:05:00,Seated Incline Curl (Dumbbell),10.0,10,8.0,7,Biceps
460,Arma,2022-12-16 17:05:00,Seated Incline Curl (Dumbbell),10.0,10,8.0,7,Biceps
461,Arma,2022-12-16 17:05:00,Bicep Curl (Cable),20.0,14,8.0,7,Biceps
462,Arma,2022-12-16 17:05:00,Bicep Curl (Cable),25.0,15,8.0,7,Biceps
463,Arma,2022-12-16 17:05:00,Bicep Curl (Cable),25.0,14,8.0,7,Biceps
464,Arma,2022-12-16 17:05:00,Bicep Curl (Cable),30.0,10,8.0,7,Biceps
465,Booba,2022-12-20 18:26:00,Incline Bench Press (Barbell),20.0,10,8.0,8,Chest
466,Booba,2022-12-20 18:26:00,Incline Bench Press (Barbell),40.0,10,8.0,8,Chest
467,Booba,2022-12-20 18:26:00,Incline Bench Press (Barbell),40.0,10,8.0,8,Chest
468,Booba,2022-12-20 18:26:00,Incline Bench Press (Barbell),50.0,12,8.0,8,Chest
469,Booba,2022-12-20 18:26:00,Incline Bench Press (Barbell),55.0,8,8.0,8,Chest
470,Booba,2022-12-20 18:26:00,Incline Bench Press (Barbell),55.0,6,8.0,8,Chest
471,Booba,2022-12-20 18:26:00,Incline Bench Press (Barbell),60.0,4,8.0,8,Chest
472,Booba,2022-12-20 18:26:00,Bench Press (Dumbbell),20.0,10,8.0,8,Chest
473,Booba,2022-12-20 18:26:00,Bench Press (Dumbbell),22.0,10,8.0,8,Chest
474,Booba,2022-12-20 18:26:00,Bench Press (Dumbbell),22.0,10,8.0,8,Chest
475,Booba,2022-12-20 18:26:00,Bench Press (Dumbbell),24.0,6,8.0,8,Chest
476,Booba,2022-12-20 18:26:00,Decline Bench Press (Barbell),40.0,15,8.0,8,Chest
477,Booba,2022-12-20 18:26:00,Decline Bench Press (Barbell),50.0,10,8.0,8,Chest
478,Booba,2022-12-20 18:26:00,Decline Bench Press (Barbell),50.0,8,8.0,8,Chest
479,Booba,2022-12-20 18:26:00,Low Cable Fly Crossovers,15.0,15,8.0,8,Chest
480,Booba,2022-12-20 18:26:00,Low Cable Fly Crossovers,17.5,11,8.0,8,Chest
481,Booba,2022-12-20 18:26:00,Low Cable Fly Crossovers,17.5,11,8.0,8,Chest
482,Booba,2022-12-20 18:26:00,Low Cable Fly Crossovers,20.0,7,8.0,8,Chest
483,Blacc,2022-12-21 18:41:00,Deadlift (Barbell),60.0,8,8.0,8,Hamstrings; Glutes
484,Blacc,2022-12-21 18:41:00,Deadlift (Barbell),60.0,8,8.0,8,Hamstrings; Glutes
485,Blacc,2022-12-21 18:41:00,Deadlift (Barbell),60.0,8,8.0,8,Hamstrings; Glutes
486,Blacc,2022-12-21 18:41:00,Deadlift (Barbell),80.0,10,8.0,8,Hamstrings; Glutes
487,Blacc,2022-12-21 18:41:00,Deadlift (Barbell),100.0,2,8.0,8,Hamstrings; Glutes
488,Blacc,2022-12-21 18:41:00,Deadlift (Barbell),100.0,8,8.0,8,Hamstrings; Glutes
489,Blacc,2022-12-21 18:41:00,Deadlift (Barbell),120.0,1,8.0,8,Hamstrings; Glutes
490,Blacc,2022-12-21 18:41:00,Iso-Lateral High Row (Machine),60.0,15,8.0,8,Upper Back
491,Blacc,2022-12-21 18:41:00,Iso-Lateral High Row (Machine),80.0,8,8.0,8,Upper Back
492,Blacc,2022-12-21 18:41:00,Iso-Lateral High Row (Machine),80.0,8,8.0,8,Upper Back
493,Blacc,2022-12-21 18:41:00,Iso-Lateral High Row (Machine),90.0,6,8.0,8,Upper Back
494,Blacc,2022-12-21 18:41:00,T Bar Row,30.0,13,8.0,8,Upper Back
495,Blacc,2022-12-21 18:41:00,T Bar Row,35.0,11,8.0,8,Upper Back
496,Blacc,2022-12-21 18:41:00,T Bar Row,35.0,8,8.0,8,Upper Back
497,Blacc,2022-12-21 18:41:00,T Bar Row,40.0,10,8.0,8,Upper Back
498,Blacc,2022-12-21 18:41:00,Lat Pulldown - Close Grip (Cable),40.0,17,8.0,8,Lats
499,Blacc,2022-12-21 18:41:00,Lat Pulldown - Close Grip (Cable),50.0,12,8.0,8,Lats
500,Blacc,2022-12-21 18:41:00,Lat Pulldown - Close Grip (Cable),60.0,8,8.0,8,Lats
501,Blacc,2022-12-21 18:41:00,Reverse Curl (Barbell),10.0,12,8.0,8,Biceps
502,Blacc,2022-12-21 18:41:00,Reverse Curl (Barbell),10.0,15,8.0,8,Biceps
503,Blacc,2022-12-21 18:41:00,Reverse Curl (Barbell),10.0,10,8.0,8,Biceps
504,Blacc,2022-12-21 18:41:00,Reverse Curl (Barbell),10.0,15,8.0,8,Biceps
505,Blacc,2022-12-21 18:41:00,Hammer Curl (Cable),20.0,15,8.0,8,Biceps
506,Blacc,2022-12-21 18:41:00,Hammer Curl (Cable),20.0,15,8.0,8,Biceps
507,Blacc,2022-12-21 18:41:00,Hammer Curl (Cable),25.0,15,8.0,8,Biceps
508,Booba,2023-01-02 18:19:00,Incline Bench Press (Barbell),40.0,8,8.0,10,Chest
509,Booba,2023-01-02 18:19:00,Incline Bench Press (Barbell),40.0,10,8.0,10,Chest
510,Booba,2023-01-02 18:19:00,Incline Bench Press (Barbell),50.0,8,8.0,10,Chest
511,Booba,2023-01-02 18:19:00,Incline Bench Press (Barbell),50.0,14,8.0,10,Chest
512,Booba,2023-01-02 18:19:00,Incline Bench Press (Barbell),55.0,7,8.0,10,Chest
513,Booba,2023-01-02 18:19:00,Incline Bench Press (Barbell),55.0,7,8.0,10,Chest
514,Booba,2023-01-02 18:19:00,Incline Bench Press (Barbell),60.0,4,8.0,10,Chest
515,Booba,2023-01-02 18:19:00,Bench Press (Dumbbell),22.0,7,8.0,10,Chest
516,Booba,2023-01-02 18:19:00,Bench Press (Dumbbell),22.0,8,8.0,10,Chest
517,Booba,2023-01-02 18:19:00,Bench Press (Dumbbell),24.0,5,8.0,10,Chest
518,Booba,2023-01-02 18:19:00,Bench Press (Dumbbell),24.0,4,8.0,10,Chest
519,Booba,2023-01-02 18:19:00,Decline Bench Press (Barbell),50.0,7,8.0,10,Chest
520,Booba,2023-01-02 18:19:00,Decline Bench Press (Barbell),50.0,8,8.0,10,Chest
521,Booba,2023-01-02 18:19:00,Decline Bench Press (Barbell),55.0,5,8.0,10,Chest
522,Booba,2023-01-02 18:19:00,Low Cable Fly Crossovers,15.0,13,8.0,10,Chest
523,Booba,2023-01-02 18:19:00,Low Cable Fly Crossovers,17.5,9,8.0,10,Chest
524,Booba,2023-01-02 18:19:00,Low Cable Fly Crossovers,17.5,10,8.0,10,Chest
525,Booba,2023-01-02 18:19:00,Low Cable Fly Crossovers,20.0,10,8.0,10,Chest
526,Blacc,2023-01-06 06:41:00,Deadlift (Barbell),60.0,8,8.0,10,Hamstrings; Glutes
527,Blacc,2023-01-06 06:41:00,Deadlift (Barbell),60.0,8,8.0,10,Hamstrings; Glutes
528,Blacc,2023-01-06 06:41:00,Deadlift (Barbell),60.0,8,8.0,10,Hamstrings; Glutes
529,Blacc,2023-01-06 06:41:00,Deadlift (Barbell),100.0,7,8.0,10,Hamstrings; Glutes
530,Blacc,2023-01-06 06:41:00,Deadlift (Barbell),100.0,6,8.0,10,Hamstrings; Glutes
531,Blacc,2023-01-06 06:41:00,Deadlift (Barbell),110.0,1,8.0,10,Hamstrings; Glutes
532,Blacc,2023-01-06 06:41:00,Iso-Lateral High Row (Machine),60.0,13,8.0,10,Upper Back
533,Blacc,2023-01-06 06:41:00,Iso-Lateral High Row (Machine),80.0,7,8.0,10,Upper Back
534,Blacc,2023-01-06 06:41:00,Iso-Lateral High Row (Machine),80.0,8,8.0,10,Upper Back
535,Blacc,2023-01-06 06:41:00,Iso-Lateral High Row (Machine),90.0,4,8.0,10,Upper Back
536,Blacc,2023-01-06 06:41:00,T Bar Row,30.0,13,8.0,10,Upper Back
537,Blacc,2023-01-06 06:41:00,T Bar Row,35.0,10,8.0,10,Upper Back
538,Blacc,2023-01-06 06:41:00,T Bar Row,35.0,8,8.0,10,Upper Back
539,Blacc,2023-01-06 06:41:00,Lat Pulldown (Cable),40.0,9,8.0,10,Lats
540,Blacc,2023-01-06 06:41:00,Lat Pulldown (Cable),60.0,10,8.0,10,Lats
541,Blacc,2023-01-06 06:41:00,Lat Pulldown (Cable),60.0,8,8.0,10,Lats
542,Blacc,2023-01-06 06:41:00,Lat Pulldown (Cable),65.0,6,8.0,10,Lats
543,Shoulder Seated,2023-01-07 13:59:00,Shoulder Press (Dumbbell),10.0,10,8.0,10,Shoulders
544,Shoulder Seated,2023-01-07 13:59:00,Shoulder Press (Dumbbell),10.0,10,8.0,10,Shoulders
545,Shoulder Seated,2023-01-07 13:59:00,Shoulder Press (Dumbbell),14.0,8,8.0,10,Shoulders
546,Shoulder Seated,2023-01-07 13:59:00,Shoulder Press (Dumbbell),14.0,8,8.0,10,Shoulders
